launch_date,id,name,slug,thumbnail,subscribed_shares,remaining_shares,percent_subscribed,invested_style,ownership_duration,farm_crop_type,area_size,price,price_per_acre,price_per_share,raised,units,min_investment,min_shares_amount,closing_date,approved_date,publication_date,latitude,longtitude,state,county,launch_event,relative_risk,type,status,debt,improvements,additional_risk,seo_description,seo_title,invest,show_only_to_investors,return_profile
,186,Rolling Fork Timber Tract,rolling-fork-timber-tract,"{'full': {'id': 45115, 'meta_data': {'size': '1500x900'}, 'mime': 'image/jpeg', 'name': 'DJI_0690_1500x900.jpg', 'type': 'full', 'url': 'https://media.acretrader.com/a9ea05e5d7d25847342af7282e45128ef3ccbea2.jpg'}, 'original': {'id': 45114, 'meta_data': {'description': 'A mature hardwood tract surrounded by an emerging stand of planted pines. ', 'name': 'DJI_0690.jpg'}, 'mime': 'image/jpeg', 'name': 'DJI_0690.jpg', 'type': 'original', 'url': 'https://media.acretrader.com/0a122bc4b19b5186a12acad2548519403c5847ad.jpg'}, 'placeholder': {'id': 45116, 'meta_data': {'size': '60x36'}, 'mime': 'image/jpeg', 'name': 'DJI_0690_60x36.jpg', 'type': 'placeholder', 'url': 'https://media.acretrader.com/1cfbb1fe29d6d902b9fd08d76c0085a90be2cffa.jpg'}, 'slider': {'id': 45119, 'meta_data': {'size': '392x540'}, 'mime': 'image/jpeg', 'name': 'DJI_0690_392x540.jpg', 'type': 'slider', 'url': 'https://media.acretrader.com/e3b176bcdd473d69afbcda0204d47a346565a46b.jpg'}, 'small': {'id': 45117, 'meta_data': {'size': '404x244'}, 'mime': 'image/jpeg', 'name': 'DJI_0690_404x244.jpg', 'type': 'small', 'url': 'https://media.acretrader.com/7cd4fd16ffd17b379113cd2c339a2d2fd90a1ddd.jpg'}, 'thumbnail': {'id': 45118, 'meta_data': {'size': '720x436'}, 'mime': 'image/jpeg', 'name': 'DJI_0690_720x436.jpg', 'type': 'thumbnail', 'url': 'https://media.acretrader.com/243042ed73d3f12837846315d1856bdc69436068.jpg'}}",21859,10231,69,1,6,timber,3209,7412790,2310,231,0,0,75,17325,2023-04-20T16:59:00Z,2022-12-16T19:00:00Z,2022-12-20T19:00:00Z,34.0117461,94.4481379,AR,Sevier County,https://www.addevent.com/event/Kp15758810,0,invest,6,False,False,False,,,False,False,core
